State,County,Democratic,Republican,Party
AZ,apache,1882.768870708951,11876.796920997569,1
AZ,cochise,16727.32373075135,24159.803189442657,0
AZ,coconino,31957.879191817185,26256.941362489182,1
AZ,gila,5886.386195384068,10770.089990626991,0
AZ,graham,1227.3349924983995,8500.976458744844,0
AZ,la paz,740.0126933768006,3898.8112037076517,0
AZ,maricopa,821220.4853859099,673746.0195559454,1
AZ,mohave,12319.201577219577,38627.43398802847,0
AZ,navajo,6378.526272470546,18932.929267291034,0
AZ,pima,203617.35540833845,175996.37233788005,1
AZ,santa cruz,5613.587502685234,6103.54927783146,1
AZ,yavapai,41748.3447905698,46315.90896037333,0
CT,fairfield,311837.7544244519,141179.0174885909,1
CT,hartford,236527.36127105067,140909.3109379734,1
CT,middlesex,51415.86919567324,33834.886020982405,0
CT,new haven,215367.58014644225,141520.58282826908,1
CT,tolland,43235.28171867819,32344.217278466145,1
CT,windham,19889.971783878595,23717.270461957683,1
DE,sussex,36418.471481915294,34499.618357122294,0
FL,alachua,79209.2067035334,41816.70367701624,1
FL,baker,1657.4083532133263,5291.661941349144,0
FL,bay,27803.619044781062,33525.86430372428,0
FL,bradford,72.25736541335937,3967.1364798989,0
FL,brevard,115395.69955566688,108242.99795837593,1
FL,broward,385275.9316620131,243885.6521171183,1
FL,charlotte,28179.078314556536,34798.614704927524,0
FL,citrus,19740.06796783684,27985.884910298468,0
FL,collier,79471.61306790724,52539.086317007226,0
FL,desoto,-1997.4410291875065,3734.046585733584,0
FL,dixie,-105.9633443814455,3556.6001655643086,0
FL,duval,178398.65216725532,123716.03390953998,1
FL,escambia,52230.36997950431,51989.339862689536,0
FL,flagler,19386.387793033668,21571.456845823446,1
FL,franklin,617.1705084836431,2757.0393383885857,0
FL,gadsden,5255.807610511103,2754.166414109979,1
FL,gilchrist,1191.981893711818,4164.965586037308,0
FL,glades,39.79753846264066,2692.9616883913113,0
FL,gulf,489.7261117082744,3444.275637908253,0
FL,hamilton,-577.4288118638651,2207.162515649048,0
FL,hendry,-1936.5628697974535,2032.9852933124093,0
FL,hillsborough,281590.42325668543,198310.76207466485,1
FL,holmes,885.09545538987,3884.638143011338,0
FL,indian river,30020.989383168853,25760.847800969077,0
FL,jackson,210.2684995135278,5762.77452245335,0
FL,lafayette,237.35187206705814,2109.2362723959995,0
FL,lake,50567.061472465124,57600.34467995907,0
FL,leon,97532.4697463213,38211.34474593147,1
FL,madison,987.5696621904208,3222.0482920652903,0
FL,manatee,72631.78467929538,62658.85711695032,0
FL,marion,46340.65414461198,58455.95269572353,0
FL,martin,35086.663706124105,29756.984255311174,0
FL,miami-dade,398017.0518929237,274572.4159178,1
FL,monroe,14029.935051833027,16038.222606193227,1
FL,nassau,14519.470942427639,16920.437656119037,1
FL,okeechobee,-603.7794494957125,4694.865039820379,0
FL,orange,259501.31253045163,175213.3426661904,1
FL,osceola,32358.00266304081,53763.275991012466,1
FL,pinellas,212940.81432945514,172002.20556547013,1
FL,polk,77378.63196923416,93142.79935624491,0
FL,putnam,4891.428502746046,9483.573038062112,0
FL,santa rosa,28788.104712643406,33037.68118426684,0
FL,sarasota,105378.26074711425,81820.66528552736,0
FL,seminole,119405.9364287341,85989.73037938107,1
FL,st. johns,71763.75944920324,45001.350019543446,0
FL,st. lucie,38327.888886856505,44515.746318935235,1
FL,suwannee,3238.488780487871,6793.588198795333,0
FL,taylor,-200.62874097531312,3840.795993648857,0
FL,union,-2026.4308862346988,2593.0022994215033,0
FL,wakulla,1724.4227758926936,6831.319992164581,0
FL,walton,10603.126350680623,11094.10591036314,0
FL,washington,395.4691423656441,4486.906871204246,0
HI,hawaii,33146.25643251241,42537.408448902206,1
HI,honolulu,194088.99530181132,194159.63519999603,1
HI,kauai,12479.241656082497,16449.875856064937,0
HI,maui,25713.986813808668,36666.84478477057,1
IN,adams,4122.574505458731,7632.835164764192,0
IN,allen,73043.15389860366,65040.49239127885,0
IN,blackford,1514.7417977586556,3937.2873281765133,0
IN,boone,21025.46850016195,13320.573518030511,0
IN,carroll,3010.401000183665,5448.86483156507,0
IN,cass,3389.60279556812,7926.3073571404875,0
IN,clark,17644.56600262951,22553.63747120037,0
IN,clay,4144.922227572006,7157.085890619712,0
IN,crawford,1060.4410283526595,3273.908705168429,0
IN,dearborn,7748.72496251269,12164.223416622106,0
IN,decatur,4099.576431007092,6908.687235249932,0
IN,dekalb,5937.220221610816,10591.566878561636,0
IN,delaware,22030.04484373224,23965.329369326562,0
IN,dubois,6245.90254357185,9843.721395537186,0
IN,fayette,2096.0948113656486,5229.981169938961,0
IN,floyd,16351.778678828934,15744.465600616342,0
IN,fountain,2180.8050818491247,4871.008784245265,0
IN,franklin,3573.4720041899163,5883.248898263697,0
IN,fulton,2438.8909207132674,5190.865685556555,0
IN,grant,9534.26137052411,13789.463615617322,0
IN,greene,3729.930663252948,7655.685325853305,0
IN,hamilton,129173.82441810193,58536.682557066306,0
IN,hancock,17073.362357911807,17574.91242936697,1
IN,harrison,5224.8863833493415,9658.932975983415,0
IN,hendricks,39937.20816284414,33027.127812164865,0
IN,howard,13096.318034995817,17182.121173242896,0
IN,huntington,5901.543920540978,9310.663282985299,0
IN,jackson,5360.834798769338,10068.855153104072,0
IN,jasper,4440.2196461410385,7983.881828445146,0
IN,jay,2164.922523914458,5351.437874526839,0
IN,jefferson,5212.625040053797,7670.420676523481,0
IN,johnson,33350.04137235825,31681.860335160673,0
IN,lagrange,1024.3090681541034,3131.625095669002,0
IN,lake,70685.223798028,73901.06786528025,1
IN,laporte,10832.393469118793,21337.140601316794,1
IN,lawrence,5366.92614114879,11076.108622204942,0
IN,madison,15287.749761071134,25514.546602327486,0
IN,marion,188021.7604568365,108351.9049884791,1
IN,marshall,6183.713887714108,9648.18549176581,0
IN,martin,1274.5635255098423,3299.8973837825215,0
IN,monroe,47175.65589031557,27439.81365282375,1
IN,montgomery,4683.785403501537,9303.372517951879,0
IN,morgan,8491.518477514326,16002.452461325482,0
IN,ohio,1151.2729928226145,2636.9396772154687,0
IN,owen,1937.5276544498847,5299.205992944035,0
IN,parke,2335.30632152368,4657.168517277596,0
IN,perry,1490.157811106179,5199.023648664213,0
IN,pike,1607.048031361297,3876.0576896556468,0
IN,porter,32779.91031362074,36502.25184502272,1
IN,posey,4580.5370228174215,7551.158619299884,0
IN,pulaski,1358.9295319779885,4075.739009916895,1
IN,randolph,3137.89907170715,6430.113763206236,0
IN,ripley,4147.7038021017,6972.4318631370115,0
IN,rush,2258.4561513486515,4480.424389879145,0
IN,scott,2722.2383331029378,5831.658545808868,0
IN,shelby,5905.2895738556,10338.995194584915,0
IN,st. joseph,55171.08555045443,44000.63174246534,1
IN,starke,2302.455641179142,5465.154734811258,0
IN,steuben,5002.058326804698,8351.431112105141,0
IN,sullivan,1303.8071380442088,5424.787144926408,0
IN,tippecanoe,42994.717755263075,35276.43285841665,1
IN,tipton,2971.3488712032777,4465.773001993257,0
IN,union,1475.1638750762504,2850.0113019406817,0
IN,vanderburgh,35367.96749981302,35391.62378169905,1
IN,vigo,16336.61166833663,20978.73316722809,1
IN,warren,1802.1321450548821,3209.5594434087398,0
IN,warrick,13629.57582626842,14788.171059428765,0
IN,washington,2964.3460658892473,6795.929537843325,0
IN,wayne,9133.326320447204,13003.648133943834,0
IN,wells,4295.795560658156,7677.969291451154,0
IN,white,3288.928095977437,6673.8171624502975,0
IN,whitley,4971.155535330196,8644.913934196884,0
MA,barnstable,71535.18173823657,46964.26143981315,1
MA,essex,216264.96854620517,134514.22760078436,1
MA,franklin,19956.057738266583,15945.40848762756,1
MA,hampshire,58939.95946985102,33227.47368373567,1
MA,middlesex,609027.975758986,264896.69741719414,1
MA,nantucket,3335.75820471298,3483.9340135672646,1
MA,norfolk,270611.6010703511,123802.92936501553,1
MA,plymouth,135300.3247763404,97473.5093296943,0
MA,suffolk,221740.8091822965,77449.08980829544,1
MD,anne arundel,157333.64744617508,93550.14577453223,1
MD,baltimore city,125548.01272383059,18682.165663024225,1
MD,baltimore,233798.22972130266,115860.37421555672,1
MD,calvert,19864.613882225676,19345.83425928226,0
MD,caroline,3946.019897899336,6221.576284816349,0
MD,charles,31282.265499700166,22793.770021086213,1
MD,dorchester,5390.173849771174,5382.142030635501,1
MD,frederick,70726.31073217026,45698.47780922938,1
MD,garrett,4738.009260422474,7437.946413394215,0
MD,kent,5056.842973295319,4308.864631881192,1
MD,prince george's,179399.0481492779,38551.313052969344,1
MD,somerset,812.8127319943269,3067.9479573571225,0
MD,st. mary's,23331.294092088956,20143.168094711833,0
MD,washington,18434.69393669092,27230.28546638268,0
MD,wicomico,21477.776744904146,15956.137966139133,1
MD,worcester,12027.477159810376,10032.960558541821,0
ME,androscoggin,17431.314676937956,23556.28885036525,1
ME,cumberland,98383.02959220353,59252.57519841021,1
ME,hancock,14561.535218317673,13345.64176932165,1
ME,knox,9748.825863458558,10039.327215328109,1
ME,lincoln,9131.99637411266,8761.159208420933,1
ME,oxford,8521.959168402822,14445.41948197117,1
ME,penobscot,29098.50467444432,34119.160127325886,1
ME,somerset,6537.623763047817,11976.386511004439,0
ME,washington,5138.839453333439,7742.26903679707,1
ME,york,47509.295703623204,44094.24046768079,1
MI,alcona,1567.835958228432,3607.9323549570872,0
MI,alger,1166.8317985816939,3243.796263245309,0
MI,alpena,4323.999538725529,7799.024273477229,0
MI,antrim,5110.249570311451,6194.805191284058,0
MI,baraga,173.1344082215801,2565.2740307575004,0
MI,bay,14849.673278442682,23796.21802482872,1
MI,branch,3649.8362406753004,10421.042862061999,0
MI,calhoun,21438.76071966945,27863.770144030503,0
MI,cass,6320.350573220632,11433.678997488589,0
MI,cheboygan,3883.4171494965485,6694.719770808631,0
MI,chippewa,3004.3551013186952,9001.446577560924,0
MI,clinton,18513.50932444172,18364.685951098316,1
MI,crawford,2081.708816121147,4210.696225202066,0
MI,delta,6366.105110238968,9852.107942260454,0
MI,eaton,21964.74657111145,25224.46294015526,1
MI,emmet,8800.511133167447,8651.142728186001,1
MI,genesee,63358.83907934431,72736.40815308416,1
MI,gladwin,2658.19617834406,6209.602766055998,0
MI,gogebic,1877.8849587981786,4968.656494519686,1
MI,grand traverse,22814.044378161434,21723.82204569834,0
MI,hillsdale,5796.639167486839,10504.085569469155,0
MI,houghton,6950.740653141911,9018.103267018525,0
MI,huron,3989.7165116421893,8206.15218901857,0
MI,iosco,3486.351069358676,6660.080593420555,0
MI,jackson,20916.44011816364,32549.078476834457,0
MI,keweenaw,940.1505953981068,1891.2561024189636,0
MI,lake,888.3091479618197,3230.631946174366,0
MI,lapeer,11032.426708457013,20608.68941411862,0
MI,leelanau,7392.2814160882335,5994.675828177222,1
MI,livingston,47708.74378089541,43470.099904067334,0
MI,luce,472.7169865300093,2680.2670622530895,0
MI,mackinac,1831.647808845104,3634.0675495984324,0
MI,macomb,152545.0293612889,157436.23672980096,1
MI,manistee,3456.5129652458418,6566.392669116271,0
MI,marquette,15261.85952453183,16669.34493839345,1
MI,mason,4985.80450155379,7778.467235313585,0
MI,menominee,3145.2934173852627,6848.465468764116,0
MI,missaukee,1726.7342288408108,4508.650648909761,0
MI,monroe,21833.139664459173,33677.21575427878,0
MI,montcalm,4591.651927794217,14353.262075287923,0
MI,montmorency,1204.7513157362664,3307.7520005411425,0
MI,muskegon,21549.153821123793,33341.202730298595,1
MI,newaygo,4707.582829951229,10578.268213297899,0
MI,oakland,414917.49879088544,211078.195766896,1
MI,oceana,3130.632125491491,6254.576096217248,0
MI,ogemaw,2036.008251802581,5474.405317772569,0
MI,ontonagon,1269.9892507645927,2795.2586585798817,0
MI,osceola,2465.095726424439,6162.220376293897,0
MI,oscoda,904.643746970447,2888.9610712980902,0
MI,otsego,4401.465898996827,6794.9535149220355,0
MI,ottawa,64980.574771380954,58045.769931159,1
MI,presque isle,2097.6191191705293,4076.504109313317,0
MI,roscommon,2970.7279660107815,6463.688298253235,0
MI,saginaw,29880.55937211938,33915.78344138809,1
MI,sanilac,4425.661243204377,10168.046616286765,0
MI,schoolcraft,1493.150810612351,3133.8954617025083,0
MI,st. clair,20951.749331471074,35198.67666877788,0
MI,st. joseph,6638.265121086984,12905.328911718085,0
MI,washtenaw,138682.2409409283,61583.669525046986,1
MI,wayne,265496.09080772824,175434.88452444592,1
MI,wexford,4356.580671127191,8249.77017260059,0
MN,aitkin,2224.1241224778496,4997.197048624641,1
MN,anoka,69925.48103004252,74939.13753479629,1
MN,becker,6259.733240611193,8878.830389408586,0
MN,beltrami,8851.955547838557,10648.126960342313,0
MN,benton,6969.228396528306,10130.492051164474,0
MN,big stone,1244.5832081159133,2480.3643357560723,1
MN,blue earth,15585.166553055229,15703.705378834158,1
MN,brown,4524.956839519677,6969.312887644062,0
MN,carver,33985.93749486984,21647.679738144878,1
MN,cass,4430.325754784673,7738.673841536069,0
MN,chippewa,2031.7524436640233,4042.803578335517,1
MN,chisago,8444.082023482,14113.956425639764,1
MN,clay,15953.590215565162,14893.749097561162,1
MN,clearwater,1302.1245782591322,3108.31308598099,0
MN,cottonwood,2298.397158388867,3834.06940627553,0
MN,crow wing,12044.225149334663,16022.397234790227,0
MN,dakota,125800.03327191217,84613.5132415663,1
MN,douglas,7655.92957933369,10208.596947447237,1
MN,faribault,2262.039711921967,4491.706794673037,0
MN,fillmore,3634.7962054013988,5942.743177787141,1
MN,freeborn,4070.8753370583618,7838.963389077673,1
MN,goodhue,8993.967107639815,11979.139986861523,1
MN,houston,3777.2959556133173,5793.686730033291,1
MN,hubbard,4414.235157469397,5891.518472233176,0
MN,isanti,5279.930684518578,10064.154556584543,0
MN,jackson,2092.4565688483963,3691.146960013004,0
MN,kanabec,1959.9153876903874,4783.940836688525,0
MN,kandiyohi,6895.394574591348,9486.982343783422,0
MN,koochiching,2295.70558088267,4257.758827360871,1
MN,lac qui parle,1533.311562513154,3006.5292817337104,1
MN,lake,2654.1250733437373,3935.828589288907,1
MN,lake of the woods,946.1173827003295,2220.7469521963576,0
MN,lincoln,1360.8145371227838,2693.5704316449883,0
MN,mahnomen,858.0563057128638,2499.6181235308395,1
MN,martin,3354.676325101238,5770.072732258575,0
MN,mcleod,5231.435767916268,9529.469181824079,0
MN,meeker,3564.568664728544,6681.153650682476,0
MN,mille lacs,3305.644868711239,7057.8366510637225,0
MN,morrison,4100.0975075947135,8456.200060930392,0
MN,mower,5548.0809753232425,8688.85125197923,1
MN,murray,1685.8724719342972,3216.7275267449695,0
MN,nicollet,8452.322645066208,8473.41686678251,1
MN,nobles,1324.9711673459533,4126.500507611301,0
MN,norman,1285.9678062001476,2849.686540642084,1
MN,otter tail,10488.690869442142,13936.723952733482,0
MN,pennington,2300.4387269588333,4587.579130716793,1
MN,pine,2076.3852060379795,7615.256616135466,1
MN,pope,2365.847761194058,3948.042932995648,1
MN,ramsey,156632.47076453155,86138.33969753832,1
MN,red lake,979.5173853343404,2330.7062854791147,1
MN,renville,1926.9477140537056,4553.2530321250215,1
MN,rice,12195.405028629455,14052.103692974553,1
MN,rock,2104.2429199777434,3405.2793445764837,0
MN,roseau,2447.298981637603,4876.7302017217735,1
MN,saint louis,40916.91327831055,46196.63574078903,1
MN,sibley,2214.9486750259784,4628.535138996027,0
MN,stearns,28671.059181970395,33753.515009560775,1
MN,steele,7339.383558978872,9340.77284198404,1
MN,stevens,2540.940103970577,3431.4922333619033,1
MN,swift,1664.4298678489286,3326.9403967216604,1
MN,traverse,1087.4728827362596,2127.6801051849798,1
MN,wabasha,4005.127675600692,6388.673727557103,1
MN,wadena,1908.0544866944147,4405.35907018101,0
MN,waseca,3924.1046301192473,5634.570132424602,0
MN,washington,79328.753009436,54041.956063585734,1
MN,watonwan,1707.3990704382013,3388.485787379359,1
MN,wilkin,1570.4499836334362,2848.0577003087237,0
MN,wright,26050.93321730684,31423.873783841103,0
MT,big horn,1574.1331076301321,3955.0792353665474,1
MT,blaine,1343.7372335643195,2765.375272486064,1
MT,broadwater,1628.8040502103468,2668.6575424622497,0
MT,carbon,2815.881802578675,3716.708386034501,0
MT,carter,765.7805999288503,1674.9504581859146,0
MT,cascade,15431.48134294182,18953.078371259326,1
MT,custer,2283.9037912847452,4060.5993686947277,1
MT,daniels,916.3418519398692,1806.045667219947,0
MT,dawson,1580.619724953216,3572.8021042164364,0
MT,deer lodge,1230.1775871291175,3366.2040415826777,1
MT,fallon,839.4731886970912,2144.2989813304957,0
MT,fergus,2943.823116559208,3910.8560927617727,0
MT,flathead,21113.87867573685,23292.514274029534,0
MT,gallatin,33763.33809252099,22416.39460423358,0
MT,glacier,2037.7460740319475,4329.878152158353,1
MT,golden valley,725.1974350189994,1541.782840635875,0
MT,granite,1092.4344900352335,2022.2317613864943,0
MT,hill,3042.3146756022434,4883.398773335548,1
MT,judith basin,989.3798002622134,1827.8042523174627,0
MT,liberty,829.7449007064533,1693.1259603226026,0
MT,lincoln,3071.515058634439,5283.95658311073,0
MT,mccone,690.1711538049349,1779.4411451493652,0
MT,meagher,933.763543300789,1823.6338699206426,0
MT,mineral,882.056672763254,2252.2844579702105,0
MT,musselshell,1085.366557905876,2447.6690360519715,0
MT,park,4751.2732518622,4964.845153107597,1
MT,phillips,1065.5702260019752,2319.167326087678,0
MT,pondera,1493.6321918289686,2628.5912045101504,0
MT,powder river,905.6355721411637,1769.052900350027,0
MT,powell,411.76397558860845,2807.0511862675885,0
MT,prairie,730.0244722777752,1708.7627411390204,0
MT,ravalli,8413.336870663641,10119.493947658968,0
MT,roosevelt,1328.7092036254362,3483.474410512201,1
MT,rosebud,1724.1504529239282,3267.4601096950682,0
MT,sanders,1644.4968522183663,3727.6628348141676,0
MT,sheridan,1047.0959353246217,2186.764894712702,0
MT,silver bow,7072.538733747846,8598.475424852873,1
MT,stillwater,2280.49592902161,3621.623985800161,1
MT,sweet grass,1301.348659598967,2226.3490493163736,0
MT,teton,1640.0321939991081,2776.320554609607,0
MT,valley,1736.8451821274866,3165.883967542515,0
MT,wheatland,744.7225649934626,1616.6846643470271,0
MT,wibaux,757.5945825845047,1599.900218887633,0
ND,adams,1049.5909883098357,1941.9117117076385,0
ND,barnes,2557.5068662816193,3725.6134102892975,1
ND,benson,919.8844023940765,2647.5341474147426,1
ND,burleigh,23391.9363667754,20623.651996957,0
ND,cass,45193.75451044133,36365.854186612145,1
ND,cavalier,1071.4928143941252,2238.0729519520573,0
ND,dickey,1560.4569607912454,2310.096785441212,0
ND,dunn,1036.5109480080318,2312.811576355085,0
ND,eddy,985.7812048376363,1856.6796146890701,0
ND,emmons,908.7152907331874,2009.1984084200049,0
ND,foster,1093.6739680411774,2050.8853757522447,0
ND,golden valley,904.7330815105961,1804.008452610622,0
ND,grand forks,15900.2248037054,16243.042884073353,1
ND,grant,883.5464103065351,1864.5604561361797,0
ND,griggs,885.4417908789874,1822.9180080908081,1
ND,hettinger,897.0021666906505,1925.7282269933094,0
ND,kidder,829.3182863698094,1909.5099097717139,0
ND,lamoure,1136.9788142049074,2127.084968297022,0
ND,logan,721.3469252540781,1731.3292054735757,0
ND,mcintosh,878.8808122927367,1802.6785268612293,0
ND,mclean,1673.2992829417017,3556.911463971559,0
ND,mercer,1687.8047892555624,3244.1921152788454,0
ND,morton,5436.159427978455,7867.627442924902,0
ND,mountrail,1606.044563345229,3514.8720837695146,0
ND,nelson,996.465476960333,2058.1128679332287,1
ND,pembina,1431.7322534934756,2844.644704802242,0
ND,pierce,961.7997603600561,2292.512582783518,0
ND,ransom,1182.6983178435876,2563.560191472214,0
ND,renville,905.1550777618359,1973.3300891371982,0
ND,rolette,2230.467698677894,3802.599583767951,1
ND,sargent,983.6619752741499,2249.444608369111,1
ND,sheridan,707.383894549952,1651.086344861058,0
ND,steele,868.6482187604597,1841.559146979478,1
ND,stutsman,3952.0127573410027,5689.593442194353,0
ND,walsh,1583.0659024891393,3544.8445317180704,0
ND,wells,1170.820837852043,2105.455419117505,0
NE,adams,5305.580381324373,8164.410042869955,0
NE,antelope,1431.8463649817495,2807.954523205135,0
NE,arthur,672.9003294006179,1476.2434203839766,0
NE,banner,711.5438836944231,1577.9396973735747,0
NE,boone,1277.3499332575884,2673.386455174761,0
NE,burt,1474.0033987301176,2800.8349566718207,0
NE,butler,1588.5040230744999,3223.5167232709427,0
NE,cedar,1644.565020243579,3437.999078973233,0
